PO Number (if  first tier vendor) or ICA-DOU (if IBM entity or IBM Subsidiary)|Procurement Vendor ID (Mandatory for 1° Tier Vendor)|Supplier Name|Country|VAT Number|PO Number (if  first tier vendor) or ICA-DOU (if IBM entity or IBM Subsidiary)|Is the PO GDPR Relevant?|Is there further sub-contracting to second or third tier vendors? If so please provide the full names and full address of 2nd or 3rd tier vendors|Briefly describe the type of services/data processing activity performed by the Vendor|In what category is the Vendor s Service Description ? (using the categories in GSAR (Global Solution Architecture Repository))|PO Status|Start Date|End Date|Business Unit that provide the services through this vendor (free text )|Requester/Approver Name|Please identify the Customer(s) or Account(s) under the PO|NOTE|FP - T&M|Full Supplier Address
5005124259||CDI CORP|UNITED STATES||5005124259|Yes (?)|N/A|Infrastructure Services-Availability Management||Open|8/29/2015|9/1/2018|PUBLIC|Rosemary Connor/Boston/IBM|Baxter Healthcare Learning|100%|T&M|
5005121166||COLLABERA|PHILIPPINES||5005121166|Yes (?)|N/A|Infrastructure Services-Availability Management||Open|10/10/2015|9/3/2018|PUBLIC|dfleck@us.ibm.com|Baxalta|69%|T&M|
5005098620||CDI CORP|UNITED STATES||5005098620|Yes (?)|N/A|Digital Workplace Services||Open|9/5/2015|9/16/2018|IGA|braunt@us.ibm.com|IGA-US|100%|T&M|
5005115631||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005115631|Yes (?)|N/A|Logical Identity & Access Management||Open|6/13/2015|6/16/2018|ITS|James Barina/Detroit/IBM|Fluor|100%|T&M|
5005082378||COLLABERA|PHILIPPINES||5005082378|Yes (?)|N/A|Security Regulatory Risk & Compliance Services||Open|9/26/2015|9/29/2018|INDUSTRIAL|eberger@us.ibm.com|United Launch Alliance (ULA)|100%|T&M|
5005060552||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005060552|Yes (?)|N/A|Security Regulatory Risk & Compliance Services||Open|3/19/2016|2/28/2018|INDUSTRIAL|smcgover@us.ibm.com|Caterpillar|100%|T&M|
5004982895||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5004982895|Yes (?)|N/A|Security Regulatory Risk & Compliance Services||Open|1/28/2017|1/30/2018|ITS|lemond@us.ibm.com|AECOM|100%|T&M|
5005135420||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005135420|Yes (?)|N/A|Security Regulatory Risk & Compliance Services||Open|12/30/2017|1/2/2019|INDUSTRIAL|gmcgiver@us.ibm.com|Chrysler LLC|100%|T&M|
5005137951||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005137951|Yes (?)|N/A|MobileFirst Managed Mobility Services||Open|4/30/2016|1/31/2018|FINANCIAL|Roberta.Grounds@us.ibm.com|American Express Global Business Travel|100%|T&M|
5005083467||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005083467|Yes (?)|N/A|Cloud Managed Services (Shared)||Open|7/2/2016|1/31/2018|ITS|debbolk@us.ibm.com|Kaiser Permanente|100%|T&M|
5005141784||CDI CORP|UNITED STATES||5005141784|Yes (?)|N/A|MobileFirst Device Procurement & Deploy Svcs||Open|1/14/2017|4/16/2018|COMMUNICATIONS|dietz@us.ibm.com|CSC - Computer Sciences Corporation|82%|T&M|
5005109593||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005109593|Yes (?)|N/A|Physical Security Services||Open|4/3/2010|8/5/2018|COMMUNICATIONS|jimboden@us.ibm.com|ACS State Healthcare / CA-MMIS|11%|T&M|
5005126655||CDI CORP|UNITED STATES||5005126655|Yes (?)|N/A|Middleware & Database Big Data Analytics||Open|3/9/2013|12/12/2018|IGA|braunt@us.ibm.com|IGA-US|3%|T&M|
5005124854||CDI CORP|UNITED STATES||5005124854|Yes (?)|N/A|Middleware & Database Big Data Analytics||Open|12/7/2013|11/13/2018|IGA|braunt@us.ibm.com|IGA-US|0%|T&M|
5005130486||CDI CORP|UNITED STATES||5005130486|Yes (?)|N/A|Server Management Distributed Services||Open|1/10/2015|12/12/2018|COMMUNICATIONS|jimboden@us.ibm.com|ACS State Healthcare / CA-MMIS|0%|T&M|
5005130486||CDI CORP|UNITED STATES||5005130486|Yes (?)|N/A|Server Management Distributed Services||Open|1/10/2015|12/12/2018|INDUSTRIAL|James Barina/Detroit/IBM|Fluor|10%|T&M|
5005130486||CDI CORP|UNITED STATES||5005130486|Yes (?)|N/A|Server Management Distributed Services||Open|1/10/2015|12/12/2018|IGA|braunt@us.ibm.com|IGA-US|100%|T&M|
5005070418||COLLABERA|PHILIPPINES||5005070418|Yes (?)|N/A|Middleware & Database Big Data Analytics||Open|1/24/2015|1/27/2018|IGA|braunt@us.ibm.com|IGA-US|100%|T&M|
5005099954||BUSINESS VISIONS INC|UNITED STATES||5005099954|Yes (?)|N/A|Experience Engineering||Open|12/5/2015|3/15/2018|ITS|debbolk@us.ibm.com|Kaiser Permanente|38%|T&M|
5005123447||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005123447|Yes (?)|N/A|Middleware & Database Big Data Analytics||Open|12/23/2006|10/30/2018|PUBLIC|Buttig@US.IBM.com|Mead Johnson Nutrition|14%|T&M|
5005123447||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005123447|Yes (?)|N/A|Middleware & Database Big Data Analytics||Open|12/23/2006|10/30/2018|FINANCIAL|rhmaher@us.ibm.com|The Hartford|37%|T&M|
5005123447||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005123447|Yes (?)|N/A|Middleware & Database Big Data Analytics||Open|12/23/2006|10/30/2018|INDUSTRIAL|eberger@us.ibm.com|United Launch Alliance (ULA)|26%|T&M|
5005132186||PERFICIENT INC|UNITED STATES||5005132186|Yes (?)|N/A|Middleware & Database Big Data Analytics||Open|12/23/2006|10/29/2018|IGA|braunt@us.ibm.com|IGA-US|30%|T&M|
5005132186||PERFICIENT INC|UNITED STATES||5005132186|Yes (?)|N/A|Middleware & Database Big Data Analytics||Open|12/23/2006|10/29/2018|FINANCIAL|rhmaher@us.ibm.com|The Hartford|3%|T&M|
5005132186||PERFICIENT INC|UNITED STATES||5005132186|Yes (?)|N/A|Middleware & Database Big Data Analytics||Open|12/23/2006|10/29/2018|INDUSTRIAL|ameyer@us.ibm.com|Welch Allyn|100%|T&M|
5005082383||CDI CORP|UNITED STATES||5005082383|Yes (?)|N/A|Middleware & Database Big Data Analytics||Open|5/22/2010|2/24/2018|FINANCIAL|jschroad@us.ibm.com|American Express TRS|100%|T&M|
5005082858||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005082858|Yes (?)|N/A|Web Application Middleware-Distributed||Open|7/11/2015|3/3/2018|COMMUNICATIONS|jimboden@us.ibm.com|ACS State Healthcare / CA-MMIS|100%|T&M|
5005051118||EXPERIS INC|UNITED STATES||5005051118|Yes (?)|N/A|Distributed Disk & SAN Administration||Open|7/19/2008|5/13/2018|PUBLIC|debbolk@us.ibm.com|Kaiser Permanente|45%|T&M|
5005077117||COLLABERA|PHILIPPINES||5005077117|Yes (?)|N/A|Distributed Server Mgmt (Windows)-Project Services||Open|7/31/2010|3/24/2018|INDUSTRIAL|fsilva@us.ibm.com|EI DUPONT DE NEMOURS|32%|T&M|
5005077117||COLLABERA|PHILIPPINES||5005077117|Yes (?)|N/A|Distributed Server Mgmt (Windows)-Project Services||Open|7/31/2010|3/24/2018|INDUSTRIAL|eberger@us.ibm.com|United Launch Alliance (ULA)|100%|T&M|
5005089435||CDI CORP|UNITED STATES||5005089435|Yes (?)|N/A|UNIX Operating Systems AIX||Open|10/9/2010|3/17/2018|COMMUNICATIONS|tboss@us.ibm.com|Wolters Kluwer|27%|T&M|
5005077120||CDI CORP|UNITED STATES||5005077120|Yes (?)|N/A|Distributed Backup Recovery||Open|3/26/2011|3/16/2018|IGA|braunt@us.ibm.com|IGA-US|49%|T&M|
5005084679||CDI CORP|UNITED STATES||5005084679|Yes (?)|N/A|Distributed Disk & SAN Administration||Open|10/8/2011|2/25/2018|INDUSTRIAL|lemond@us.ibm.com|AECOM|51%|T&M|
5005084679||CDI CORP|UNITED STATES||5005084679|Yes (?)|N/A|Distributed Disk & SAN Administration||Open|10/8/2011|2/25/2018|PUBLIC|Janice McLain/St Louis/IBM@IBMUS|Raytheon|52%|T&M|
5005150043||CDI CORP|UNITED STATES||5005150043|Yes (?)|N/A|Distributed Backup Recovery||Open|5/26/2012|4/30/2018|INDUSTRIAL|Jude De Mello/Phoenix/IBM|Baker Hughes|100%|T&M|
5005083593||CDI CORP|UNITED STATES||5005083593|Yes (?)|N/A|Distributed Backup Recovery||Open|7/21/2012|2/14/2018|INDUSTRIAL|lemond@us.ibm.com|AECOM|100%|T&M|
5005104768||CDI CORP|UNITED STATES||5005104768|Yes (?)|N/A|Distributed Disk & SAN Administration||Open|3/16/2013|2/26/2018|DISTRIBUTION|staniec@us.ibm.com|Sysco|100%|T&M|
5005127391||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005127391|Yes (?)|N/A|Distributed Disk & SAN Administration||Open|6/27/2015|11/12/2018|COMMUNICATIONS|tboss@us.ibm.com|Wolters Kluwer|40%|T&M|
5005053896||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005053896|Yes (?)|N/A|Distributed Backup Recovery||Open|6/3/2017|6/6/2018|PUBLIC|Frank Wostmann/Schaumburg/IBM@IBMUS|CLEVELAND CLINIC|44%|T&M|
5005053896||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005053896|Yes (?)|N/A|Distributed Backup Recovery||Open|6/3/2017|6/6/2018|INDUSTRIAL|yazee@us.ibm.com|Whirlpool|38%|T&M|
5005121157||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005121157|Yes (?)|N/A|UNIX Operating Systems LINUX||Open|5/2/2015|9/24/2018|COMMUNICATIONS|jimboden@us.ibm.com|ACS State Healthcare / CA-MMIS|54%|T&M|
5005121157||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005121157|Yes (?)|N/A|UNIX Operating Systems LINUX||Open|5/2/2015|9/24/2018|PUBLIC|Janice McLain/St Louis/IBM@IBMUS|Raytheon|8%|T&M|
5005121157||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005121157|Yes (?)|N/A|UNIX Operating Systems LINUX||Open|5/2/2015|9/24/2018|INDUSTRIAL|eberger@us.ibm.com|United Launch Alliance (ULA)|100%|T&M|
5005104874||INFINITE COMPUTER SOLUTIONS INC|UNITED STATES||5005104874|Yes (?)|N/A|UNIX Operating Systems AIX||Open|6/13/2015|6/10/2018|PUBLIC|Janice McLain/St Louis/IBM@IBMUS|Raytheon|100%|T&M|
5005137956||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005137956|Yes (?)|N/A|Windows||Open|8/22/2015|2/9/2018|PUBLIC|Janice McLain/St Louis/IBM@IBMUS|Raytheon|100%|T&M|
5005104777||CDI CORP|UNITED STATES||5005104777|Yes (?)|N/A|Server Management Distributed Services||Open|3/12/2016|3/14/2018|PUBLIC|Janice McLain/St Louis/IBM@IBMUS|Raytheon|100%|T&M|
5005120810||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005120810|Yes (?)|N/A|UNIX Operating Systems LINUX||Open|8/20/2016|8/22/2018|PUBLIC|Janice McLain/St Louis/IBM@IBMUS|Raytheon|100%|T&M|
5005117548||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005117548|Yes (?)|N/A|Service Management Implementation Services||Open|3/5/2005|10/22/2018|FINANCIAL|jschroad@us.ibm.com|American Express TRS|100%|T&M|
5005074150||INFINITE COMPUTER SOLUTIONS INC|UNITED STATES||5005074150|Yes (?)|N/A|IT Service Management||Open|3/7/2015|7/1/2018|INDUSTRIAL|fsilva@us.ibm.com|EI DUPONT DE NEMOURS|100%|T&M|
5005133049||CDI CORP|UNITED STATES||5005133049|Yes (?)|N/A|Complex GTS Delivery Projects||Open|2/27/2016|12/31/2018|FINANCIAL|jschroad@us.ibm.com|American Express TRS|100%|T&M|
5005117456||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005117456|Yes (?)|N/A|Onsite Support||Open|3/28/2015|6/27/2018|PUBLIC|foo@us.ibm.com|Astellas Pharma - Americas|100%|T&M|
5005092597||TEKSYSTEMS INC|UNITED STATES||5005092597|Yes (?)|N/A|Onsite Support||Open|4/25/2015|5/5/2018|PUBLIC|foo@us.ibm.com|Astellas Pharma - Americas|100%|T&M|
5005136643||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005136643|Yes (?)|N/A|Onsite Support||Open|12/31/2016|3/3/2018|PUBLIC|foo@us.ibm.com|Astellas Pharma - Americas|100%|T&M|
5005084676||ALLIANCE OF PROFESSIONALS &|CANADA||5005084676|Yes (?)|N/A|Infrastructure Services-Availability Management||Open|2/9/2013|9/30/2018|PUBLIC|debbolk@us.ibm.com|Kaiser Permanente|100%|T&M|
5005082864||COLLABERA|PHILIPPINES||5005082864|Yes (?)|N/A|Infrastructure Services||Open|6/4/2016|8/9/2018|PUBLIC|debbolk@us.ibm.com|Kaiser Permanente|100%|T&M|
5005115523||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005115523|Yes (?)|N/A|Network Integration Services (Cloud)||Open|10/1/2016|10/15/2018|PUBLIC|debbolk@us.ibm.com|Kaiser Permanente|36%|T&M|
5005100571||CDI CORP|UNITED STATES||5005100571|Yes (?)|N/A|Infrastructure Services Technical Strategy||Open|9/10/2016|10/21/2018|CANADA|johns@ca.ibm.com|Air Canada|50%|T&M|
5005148232||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005148232|Yes (?)|N/A|Service Management Services||Open|1/14/2017|2/17/2018|COMMUNICATIONS|Frank Urbanski/Alpharetta/IBM@IBMUS|VERIZON SOURCING LLC|40%|T&M|
5005104780||CDI CORP|UNITED STATES||5005104780|Yes (?)|N/A|Service Management Services||Open|2/11/2017|2/17/2018|DISTRIBUTION|elfstrom@us.ibm.com|Safeway|100%|T&M|
5005112357||TEKSYSTEMS INC|UNITED STATES||5005112357|Yes (?)|N/A|Onsite Support||Open|7/10/2010|9/1/2018|INDUSTRIAL|lemond@us.ibm.com|AECOM|100%|T&M|
5005146038||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005146038|Yes (?)|N/A|Onsite Support||Open|4/29/2017|3/18/2018|INDUSTRIAL|lemond@us.ibm.com|AECOM|100%|T&M|
5004987432||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5004987432|Yes (?)|N/A|Onsite Support||Open|1/28/2017|5/1/2018|INDUSTRIAL|lemond@us.ibm.com|AECOM|100%|T&M|
5004988833||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5004988833|Yes (?)|N/A|Onsite Support||Open|2/25/2017|2/28/2018|INDUSTRIAL|lemond@us.ibm.com|AECOM|100%|T&M|
5004999288||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5004999288|Yes (?)|N/A|Onsite Support||Open|4/29/2017|2/19/2018|INDUSTRIAL|lemond@us.ibm.com|AECOM|100%|T&M|
5004999704||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5004999704|Yes (?)|N/A|Onsite Support||Open|2/18/2017|2/20/2018|INDUSTRIAL|lemond@us.ibm.com|AECOM|100%|T&M|
5005006037||CDI CORP|UNITED STATES||5005006037|Yes (?)|N/A|Onsite Support||Open|2/25/2017|2/28/2018|INDUSTRIAL|lemond@us.ibm.com|AECOM|100%|T&M|
5005006035||TEKSYSTEMS INC|UNITED STATES||5005006035|Yes (?)|N/A|Onsite Support||Open|2/25/2017|2/28/2018|INDUSTRIAL|lemond@us.ibm.com|AECOM|100%|T&M|
5005006031||CDI CORP|UNITED STATES||5005006031|Yes (?)|N/A|Onsite Support||Open|2/25/2017|2/28/2018|INDUSTRIAL|lemond@us.ibm.com|AECOM|100%|T&M|
5005005989||CDI CORP|UNITED STATES||5005005989|Yes (?)|N/A|Onsite Support||Open|2/25/2017|3/1/2018|INDUSTRIAL|lemond@us.ibm.com|AECOM|100%|T&M|
5005006674||CDI CORP|UNITED STATES||5005006674|Yes (?)|N/A|Onsite Support||Open|2/25/2017|3/1/2018|INDUSTRIAL|lemond@us.ibm.com|AECOM|100%|T&M|
5005005995||CDI CORP|UNITED STATES||5005005995|Yes (?)|N/A|Onsite Support||Open|2/25/2017|3/1/2018|INDUSTRIAL|lemond@us.ibm.com|AECOM|100%|T&M|
5005008573||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005008573|Yes (?)|N/A|Onsite Support||Open|2/25/2017|3/1/2018|INDUSTRIAL|lemond@us.ibm.com|AECOM|100%|T&M|
5005014910||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005014910|Yes (?)|N/A|Onsite Support||Open|3/11/2017|3/13/2018|INDUSTRIAL|lemond@us.ibm.com|AECOM|100%|T&M|
5005018673||CDI CORP|UNITED STATES||5005018673|Yes (?)|N/A|Onsite Support||Open|3/18/2017|3/20/2018|INDUSTRIAL|lemond@us.ibm.com|AECOM|100%|T&M|
5005029437||CDI CORP|UNITED STATES||5005029437|Yes (?)|N/A|Onsite Support||Open|4/8/2017|4/9/2018|INDUSTRIAL|lemond@us.ibm.com|AECOM|100%|T&M|
5005098414||TEKSYSTEMS INC|UNITED STATES||5005098414|Yes (?)|N/A|Onsite Support||Open|9/9/2017|7/7/2018|INDUSTRIAL|lemond@us.ibm.com|AECOM|100%|T&M|
5005101386||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005101386|Yes (?)|N/A|Onsite Support||Open|9/16/2017|9/17/2018|INDUSTRIAL|lemond@us.ibm.com|AECOM|100%|T&M|
5005122128||CDI CORP|UNITED STATES||5005122128|Yes (?)|N/A|Onsite Support||Open|1/7/2017|11/10/2018|INDUSTRIAL|lemond@us.ibm.com|AECOM|100%|T&M|
5005126818||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005126818|Yes (?)|N/A|Onsite Support||Open|12/2/2017|12/4/2018|INDUSTRIAL|lemond@us.ibm.com|AECOM|100%|T&M|
5005133112||CDI CORP|UNITED STATES||5005133112|Yes (?)|N/A|Unknown||Open|1/6/2018|1/7/2019|INDUSTRIAL|lemond@us.ibm.com|AECOM|100%|T&M|
5005072855||CDI CORP|UNITED STATES||5005072855|Yes (?)|N/A|Mainframe Storage Management||Open|10/4/2008|4/16/2018|IGA|braunt@us.ibm.com|IGA-US|56%|T&M|
5005123098||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005123098|Yes (?)|N/A|Mainframe Storage Management||Open|3/23/2013|10/30/2018|DISTRIBUTION|deuell@us.ibm.com|Wyndham Worldwide|100%|T&M|
5005123080||CDI CORP|UNITED STATES||5005123080|Yes (?)|N/A|Storage Management Services||Open|11/5/2016|11/9/2018|IGA|braunt@us.ibm.com|IGA-US|100%|T&M|
5005121079||COLLABERA|PHILIPPINES||5005121079|Yes (?)|N/A|Mainframe Storage Management||Open|11/4/2017|11/5/2018|PUBLIC|debbolk@us.ibm.com|Kaiser Permanente|100%|T&M|
5004936734||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5004936734|Yes (?)|N/A|Server Management Mainframe Services||Open|9/17/2016|9/19/2018|COMMUNICATIONS|dietz@us.ibm.com|CSC - Computer Sciences Corporation|100%|T&M|
5005130072||CDI CORP|UNITED STATES||5005130072|Yes (?)|N/A|Infrastructure Services Technical Strategy||Open|12/9/2017|5/8/2018|PUBLIC|debbolk@us.ibm.com|Kaiser Permanente|9%|T&M|
5005131012||INFINITE COMPUTER SOLUTIONS INC|UNITED STATES||5005131012|Yes (?)|N/A|Cloud Managed Services (Shared)||Open|12/26/2015|10/31/2018|INDUSTRIAL|lemond@us.ibm.com|AECOM|100%|T&M|
5004995919||CDI CORP|UNITED STATES||5004995919|Yes (?)|N/A|Cloud Resiliency Services||Open|2/18/2017|2/12/2018|FINANCIAL|jamesnel@us.ibm.com|BNY Mellon|100%|T&M|
5004998721||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5004998721|Yes (?)|N/A|Cloud Resiliency Services||Open|2/25/2017|2/12/2018|FINANCIAL|jamesnel@us.ibm.com|BNY Mellon|100%|T&M|
5004998720||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5004998720|Yes (?)|N/A|Cloud Resiliency Services||Open|2/18/2017|2/12/2018|FINANCIAL|jamesnel@us.ibm.com|BNY Mellon|100%|T&M|
5005012887||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005012887|Yes (?)|N/A|Cloud Managed Services (Shared)||Open|2/25/2017|2/26/2018|FINANCIAL|jamesnel@us.ibm.com|BNY Mellon|100%|T&M|
5005016022||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005016022|Yes (?)|N/A|Distributed Disk & SAN Administration||Open|3/4/2017|3/1/2018|FINANCIAL|jamesnel@us.ibm.com|BNY Mellon|100%|T&M|
5005046845||CDI CORP|UNITED STATES||5005046845|Yes (?)|N/A|Cloud Resiliency Services||Open|5/20/2017|5/14/2018|FINANCIAL|jamesnel@us.ibm.com|BNY Mellon|100%|T&M|
5005061589||CDI CORP|UNITED STATES||5005061589|Yes (?)|N/A|Cloud Resiliency Services||Open|6/17/2017|5/31/2018|FINANCIAL|jamesnel@us.ibm.com|BNY Mellon|100%|T&M|
5005087374||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005087374|Yes (?)|N/A|Cloud Resiliency Services||Open|8/12/2017|8/14/2018|FINANCIAL|jamesnel@us.ibm.com|BNY Mellon|100%|T&M|
5005085024||INFINITE COMPUTER SOLUTIONS INC|UNITED STATES||5005085024|Yes (?)|N/A|Cloud Resiliency Services||Open|8/12/2017|8/14/2018|FINANCIAL|jamesnel@us.ibm.com|BNY Mellon|100%|T&M|
5005106285||CDI CORP|UNITED STATES||5005106285|Yes (?)|N/A|Distributed Backup Recovery||Open|10/7/2017|10/2/2018|FINANCIAL|jamesnel@us.ibm.com|BNY Mellon|100%|T&M|
5005124017||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005124017|Yes (?)|N/A|Storage Management-Project Services||Open|12/2/2017|11/2/2018|INDUSTRIAL|lemond@us.ibm.com|AECOM|100%|T&M|
5005125315||EN POINTE IT SOLUTIONS LLC|UNITED STATES||5005125315|Yes (?)|N/A|Distributed Backup Recovery||Open|12/2/2017|10/31/2018|INDUSTRIAL|lemond@us.ibm.com|AECOM|100%|T&M|
5005125312||EN POINTE IT SOLUTIONS LLC|UNITED STATES||5005125312|Yes (?)|N/A|Distributed Backup Recovery||Open|10/28/2017|11/1/2018|INDUSTRIAL|lemond@us.ibm.com|AECOM|100%|T&M|
5005125313||EN POINTE IT SOLUTIONS LLC|UNITED STATES||5005125313|Yes (?)|N/A|Distributed Backup Recovery||Open|11/25/2017|11/12/2018|INDUSTRIAL|lemond@us.ibm.com|AECOM|100%|T&M|
5005126850||CDI CORP|UNITED STATES||5005126850|Yes (?)|N/A|Distributed Backup Recovery||Open|12/2/2017|11/25/2018|INDUSTRIAL|lemond@us.ibm.com|AECOM|100%|T&M|
5005126399||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005126399|Yes (?)|N/A|Distributed Backup Recovery||Open|12/2/2017|12/3/2018|INDUSTRIAL|lemond@us.ibm.com|AECOM|100%|T&M|
5005126697||CDI CORP|UNITED STATES||5005126697|Yes (?)|N/A|Cloud Resiliency Services||Open|12/2/2017|12/4/2018|INDUSTRIAL|lemond@us.ibm.com|AECOM|100%|T&M|
5005126838||CDI CORP|UNITED STATES||5005126838|Yes (?)|N/A|Cloud Resiliency Services||Open|12/2/2017|12/4/2018|INDUSTRIAL|lemond@us.ibm.com|AECOM|100%|T&M|
5005126698||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005126698|Yes (?)|N/A|Cloud Resiliency Services||Open|12/9/2017|12/11/2018|INDUSTRIAL|lemond@us.ibm.com|AECOM|100%|T&M|
5005126386||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005126386|Yes (?)|N/A|Distributed Backup Recovery||Open|12/2/2017|12/3/2018|INDUSTRIAL|lemond@us.ibm.com|AECOM|100%|T&M|
5005126658||CDI CORP|UNITED STATES||5005126658|Yes (?)|N/A|Cloud Resiliency Services||Open|12/2/2017|12/3/2018|INDUSTRIAL|lemond@us.ibm.com|AECOM|100%|T&M|
5005127779||COLLABERA|PHILIPPINES||5005127779|Yes (?)|N/A|Distributed Backup Recovery||Open|12/9/2017|12/10/2018|INDUSTRIAL|lemond@us.ibm.com|AECOM|100%|T&M|
5005127399||COLLABERA|PHILIPPINES||5005127399|Yes (?)|N/A|Distributed Backup Recovery||Open|12/9/2017|11/10/2018|INDUSTRIAL|lemond@us.ibm.com|AECOM|100%|T&M|
5004975236||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5004975236|Yes (?)|N/A|Network Support-Level 1||Open|11/29/2014|12/3/2018|PUBLIC|Frank Wostmann/Schaumburg/IBM@IBMUS|CLEVELAND CLINIC|2%|T&M|
5005101798||COLLABERA|PHILIPPINES||5005101798|Yes (?)|N/A|Configuration Management Service||Open|8/20/2016|8/21/2018|FINANCIAL|montgodi@us.ibm.com|Broadridge Financial Services|100%|T&M|
5005084678||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005084678|Yes (?)|N/A|IBM i-Technical Support||Open|10/22/2016|7/31/2018|DISTRIBUTION|staniec@us.ibm.com|Sysco|100%|T&M|
5005070497||CDI CORP|UNITED STATES||5005070497|Yes (?)|N/A|Managed Network Services||Open|9/15/2012|2/28/2018|COMMUNICATIONS|wrparker@us.ibm.com|NiSource|100%|T&M|
5004984677||AP PREFERRED SOLUTIONS LLC|UNITED STATES||5004984677|Yes (?)|N/A|Infrastructure Services||Open|12/26/2015|2/15/2018|ITS|Tom Coffas/Raleigh/IBM|Dow Chemical|100%|T&M|
5005116820||ARTECH INFORMATION SYSTEMS LLC|UNITED STATES||5005116820|Yes (?)|N/A|UNIX Operating Systems AIX||Open|4/28/2012|8/26/2018|COMMUNICATIONS|jimboden@us.ibm.com|ACS State Healthcare / CA-MMIS|100%|T&M|
5004677853||GLOBAL TECHNOLOGY SOLUTIONS GROUP|UNITED STATES||5004677853|Yes (?)|N/A|Infrastructure Services||Open|12/26/2015|3/15/2018|ITS|debbolk@us.ibm.com|Kaiser Permanente|100%|T&M|
5005137184||GLOBAL TECHNOLOGY SOLUTIONS GROUP|UNITED STATES||5005137184|Yes (?)|N/A|Resiliency Services||Open|2/11/2017|12/31/2018|ITS|debbolk@us.ibm.com|Kaiser Permanente|100%|T&M|
5005082783||CDI CORP|UNITED STATES||5005082783|Yes (?)|N/A|Infrastructure Services-Availability Management||Open|4/7/2012|2/5/2018|INDUSTRIAL|stevenst@us.ibm.com|Toshiba Global Commerce Solutions   TGCS|100%|T&M|
5005079212||CDI CORP|UNITED STATES||5005079212|Yes (?)|N/A|Infrastructure Services||Open|7/1/2017|7/1/2018|PUBLIC|debbolk@us.ibm.com|Kaiser Permanente|100%|T&M|
5005128172||CDI CORP|UNITED STATES||5005128172|Yes (?)|N/A|Infrastructure Services-Availability Management||Open|6/1/2013|12/5/2018|PUBLIC|debbolk@us.ibm.com|Kaiser Permanente|0%|T&M|
5005090655||CDI CORP|UNITED STATES||5005090655|Yes (?)|N/A|IT Risk & Compliance Management||Open|5/9/2009|3/17/2018|INDUSTRIAL|lemond@us.ibm.com|AECOM|3%|T&M|
5005090655||CDI CORP|UNITED STATES||5005090655|Yes (?)|N/A|IT Risk & Compliance Management||Open|5/9/2009|3/17/2018|ITS|lemond@us.ibm.com|AECOM|1%|T&M|
