Procurement Vendor ID (Mandatory for 1° Tier Vendor)	Supplier Name	Country	VAT Number	Subcontractos	Is there further sub-contracting to second or third tier vendors? If so please provide the full names and full address of 2nd or 3rd tier vendors	PO Number (if  first tier vendor) or ICA-DOU (if IBM entity or IBM Subsidiary)	Family code	PO/BSAP/ICA/DOU full description	Briefly describe the type of services/data processing activity performed by the Vendor	Service Caegory was identified (Y/N)	In what category is the Vendor s Service Description ? (using the categories in GSAR (Global Solution Architecture Repository))	PO Status	Start Date	End Date	PO/ICA Amount  (not mandatory - free text)	Business Unit that provide the services through this vendor (free text )	Requester/Approver Name	Customer identified	Please identify the Customer(s) or Account(s) under the PO	NOTE	Is the PO GDPR Relevant?	Market	Market note	Action Owner	Data Input Completed? Yes/No/Partial.	Next Person to chase		Should the PO be closed immediately? Yes or No.
1000379134	CYGATE OY	FINLAND	FI07524210	No	N/A	4602888967	H4	H4  -  CONNECTIVITY  -  NETWORK MAINTENANCE  -  EXTRA WORK	Hourly work to support Network	Yes	Managed Network Services	OPEN	3/1/2013	6/30/2017	N/A	GTS INFRA SVCS	JANI MAKIJOUPPI          LA	Yes	Samlink	027ASGY	Yes	Nordic	Ole Lindbaek	Soeren Dissing	Yes		checked ok	No
1000379134	CYGATE OY	FINLAND	FI07524210	No	N/A	4602891218	H4	H4  -  CONNECTIVITY  -  NETWORK SERVICES  -  STEADY STATE OPERATIONS	Steady State NW Support + Maintenance + License	Yes	Managed Network Services	OPEN	2/28/2013	10/31/2017	N/A	GTS INFRA SVCS	JANI MAKIJOUPPI          LA	Yes	Samlink	027ASGY	Yes	Nordic	Ole Lindbaek	Soeren Dissing	Yes		checked ok	No
1000379134	CYGATE OY	FINLAND	FI07524210	No	N/A	4602918245	H4	H4  -  CONNECTIVITY  -  NETWORK SERVICES  -  STANDARD CHANGE TICKETS	Datacenter network service	Yes	Managed Network Services	OPEN	5/31/2013	5/31/2016	N/A	GTS INFRA SVCS	PEKKA SAASKI	Yes	Itella		Yes	Nordic	Ole Lindbaek	Soeren Dissing	Yes		checked ok	No
1000379134	CYGATE OY	FINLAND	FI07524210	No	N/A	4603024152	H4	H4  -  CONNECTIVITY  -  NETWORK SERVICES  -  NEW ELEMENTS OF STEADY STATE OPERATIONS	Datacenter network service	Yes	Managed Network Services	OPEN	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	PEKKA SAASKI	Yes	Itella		Yes	Nordic	Ole Lindbaek	Soeren Dissing	Yes		checked ok	Yes
1000379134	CYGATE OY	FINLAND	FI07524210	No	N/A	4603131086	H4	H4  -  CONNECTIVITY  -  NETWORK MAINTENANCE  -  CYGATE - NETWORK MAINTENANCE (E04) - NET	Itella Loadbalancer	Yes	Managed Network Services	OPEN	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	PEKKA SAASKI	Yes	Itella		Yes	Nordic	Ole Lindbaek	Soeren Dissing	Yes		checked ok	Yes
1000379134	CYGATE OY	FINLAND	FI07524210	No	N/A	4603173586	H4	H4  -  CONNECTIVITY  -  NETWORK SERVICES  -  HARDWARE AND SOFTWARE PER MONTH	networking service	Yes	Managed Network Services	OPEN	12/1/2015	6/30/2016	N/A	GTS INFRA SVCS	JANI MAKIJOUPPI          LA	Yes	Samlink		Yes	Nordic	Ole Lindbaek	Soeren Dissing	Yes		checked ok	Yes
1000379134	CYGATE OY	FINLAND	FI07524210	No	N/A	4603190624	H4	H4  -  CONNECTIVITY  -  OEM DATA/NET-SO/OTHER-INT  -  CYGATE - NETWORK HARDWARE - INTERNAL/SO	Hardware and inst	Yes	Managed Network Services	OPEN	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	PEKKA SAASKI	Yes	Itella / FI82837		Yes	Nordic	Ole Lindbaek	Sven Erik Noerr	Yes		checked ok	Yes
1000379134	CYGATE OY	FINLAND	FI07524210	No	N/A	4603203440	H4	H4  -  CONNECTIVITY  -  OEM DATA/NET-EXT  -  HARDWARE AND SOFTWARE	Netværk	Yes	Managed Network Services	OPEN	5/25/2016	11/30/2017	N/A	GTS INFRA SVCS	PEKKA SAASKI	Yes	Itella / FI79345		Yes	Nordic	Ole Lindbaek	Sven Erik Noerr	Yes		checked ok	
1000379134	CYGATE OY	FINLAND	FI07524210	No	N/A	4603245095	H4	H4  -  CONNECTIVITY  -  NETWORK SERVICES  -  IBM PURCHASING NETWORK SERVICE	networking service	Yes	Managed Network Services	OPEN	9/1/2016	8/30/2017	N/A	GTS INFRA SVCS	JANI MAKIJOUPPILA	Yes	Samlink	027AVTV	Yes	Nordic	Ole Lindbaek	Soeren Dissing	Yes		checked ok	Yes
1000379134	CYGATE OY	FINLAND	FI07524210	No	N/A	4603246461	H4	H4  -  CONNECTIVITY  -  NETWORK SERVICES  -  BASE FEE	DC Lan services	Yes	Managed Network Services	OPEN	10/1/2016	5/30/2021	N/A	GTS INFRA SVCS	JANI MAKIJOUPPILA	Yes	Samlink	027AVT1	Yes	Nordic	Ole Lindbaek	Soeren Dissing	Yes		checked ok	No
1000379134	CYGATE OY	FINLAND	FI07524210	No	N/A	4603284150	H4	H4  -  CONNECTIVITY  -  NETWORK SERVICES  -  THE PROPOSED F5 SERVICES IS BASED ON F5	F5 Services	Yes	Managed Network Services	OPEN	5/1/2017	5/31/2021	N/A	GTS INFRA SVCS	JANI MAKIJOUPPI          LA	Yes	Samlink	027AV31	Yes	Nordic	Ole Lindbaek	Soeren Dissing	Yes		checked ok	Yes
1000076362	TELENOR NORGE AS	NORWAY	976967631	No	N/A	4602713517	H3	H3  -  TELECOMM  -  N/A - USE S28  -  ANALOGUE LINES POSTEN MASTEMYR	IGA Analog lines	Yes	Managed Network Services	OPEN	1/1/2012	12/31/2013	N/A	GTS INFRA SVCS	HELGE TOFTNER	Yes	IGA	NOAAAN1	Yes	Nordic	Ole Lindbaek	Soeren Dissing	Yes		checked ok	No
1000074115	TELIASONERA FINLAND OYJ	FINLAND	FI14756079	No	N/A	4602757646	H3	H3  -  TELECOMM  -  DATA TRANSPORT (NON AT&T)  -  ABB HOTILINE NUMBER	Hotline number	Yes	Managed Network Services	OPEN	8/1/2011	12/31/2012	N/A	GTS INFRA SVCS	MATTI PAKKANEN	Yes	ABB		Yes	Nordic	Ole Lindbaek	Soeren Dissing	Yes		checked ok	Yes
1000093988	NETDESIGN A/S	DENMARK	DK89928311	No	N/A	4602819163	H3	H3  -  TELECOMM  -  MANAGED SERVICES-NON AT&T  -  MRC FOR DATACENTER SERVICES	Datacenter network service	Yes	Managed Network Services	OPEN	10/1/2012	12/31/2017	N/A	GTS INFRA SVCS	LARS ENGELSTED	Yes	DSG	787BGQB	Yes	Nordic	Ole Lindbaek	Soeren Dissing	Yes		checked ok	No
1000093988	NETDESIGN A/S	DENMARK	DK89928311	No	N/A	4602918165	H3	H3  -  TELECOMM  -  MANAGED SERVICES-NON AT&T  -  REMOTE LAN SERVICES DRIFT	Remote Lan Service	Yes	Managed Network Services	OPEN	6/1/2013	5/31/2018	N/A	GTS INFRA SVCS	POUL JOERGENSEN	Yes	LeoPharma	787BK0R	Yes	Nordic	Ole Lindbaek	Soeren Dissing	Yes		checked ok	No
1000093988	NETDESIGN A/S	DENMARK	DK89928311	No	N/A	4602924905	H3	H3  -  TELECOMM  -  MANAGED SERVICES-NON AT&T  -  CISCO SMART NET - LEO PHARMA	Cisco SmartNet	Yes	Managed Network Services	OPEN	6/1/2013	5/31/2018	N/A	GTS INFRA SVCS	POUL JOERGENSEN	Yes	LeoPharma	787BK0R	Yes	Nordic	Ole Lindbaek	Soeren Dissing	Yes		checked ok	No
1000093988	NETDESIGN A/S	DENMARK	DK89928311	No	N/A	4602937193	H3	H3  -  TELECOMM  -  MANAGED SERVICES-NON AT&T  -  SERVICE ON LYNC PROJECT	Lync Project	Yes	Managed Network Services	OPEN	8/26/2013	5/31/2018	N/A	GTS INFRA SVCS	FATIH OKSUZ	Yes	LeoPharma	787BK0R	Yes	Nordic	Ole Lindbaek	Soeren Dissing	Yes		checked ok	No
1000093988	NETDESIGN A/S	DENMARK	DK89928311	No	N/A	4602972250	H3	H3  -  TELECOMM  -  DATA TRANSPORT (NON AT&T)  -  NEW CITRIX NETSCALER SOLUTION AT IBM DEM	Citrix Netscaler Solution	Yes	Managed Network Services	OPEN	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	LARS ENGELSTED	Yes	DSG	787BJH4	Yes	Nordic	Ole Lindbaek	Soeren Dissing	Yes		checked ok	No
1000093988	NETDESIGN A/S	DENMARK	DK89928311	No	N/A	4602981397	H3	H3  -  TELECOMM  -  MANAGED SERVICES-NON AT&T  -  EXHIBIT C-1.3 - NEW WAN SETUP IN MACHINE	WAN service	Yes	Managed Network Services	OPEN	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	LARS ENGELSTED	Yes	DSG	787BHER	Yes	Nordic	Ole Lindbaek	Soeren Dissing	Yes		checked ok	No
1000093988	NETDESIGN A/S	DENMARK	DK89928311	No	N/A	4602985176	H4	H4  -  CONNECTIVITY  -  OEM DATA/NET-SO/OTHER-INT  -  NEW SFP MODULES FOR WIRELESS SETUP - ID	Netværk	Yes	Managed Network Services	OPEN	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	LARS ENGELSTED	Yes	Netdesign / DSG / DK40276		Yes	Nordic	Ole Lindbaek	Sven Erik Noerr	Yes		checked ok	
1000093988	NETDESIGN A/S	DENMARK	DK89928311	No	N/A	4603002107	H3	H3  -  TELECOMM  -  MANAGED SERVICES-NON AT&T  -  MRC	networking service scope extension	Yes	Managed Network Services	OPEN	4/4/2014	6/3/2018	N/A	GTS INFRA SVCS	POUL JOERGENSEN	Yes	LeoPharma	787BK0R	Yes	Nordic	Ole Lindbaek	Soeren Dissing	Yes		checked ok	No
1000093988	NETDESIGN A/S	DENMARK	DK89928311	No	N/A	4603036965	H4	H4  -  CONNECTIVITY  -  OEM DATA/NET-SO/OTHER-INT  -  NEW SAP HANA SETUP - ND356768 - YEAR 201	Vendor service	Yes	Managed Network Services	OPEN	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	MARY-ANN FRYDENDAHL	Yes	Netdesign / DSG /DK51347		Yes	Nordic	Ole Lindbaek	Sven Erik Noerr	Yes		checked ok	
1000093988	NETDESIGN A/S	DENMARK	DK89928311	No	N/A	4603038460	H3	H3  -  TELECOMM  -  DATA TRANSPORT (NON AT&T)  -  CITRIX 10G NW  - ND363366 - YEAR 2017 -	Citrix 10G NW Capacity	Yes	Managed Network Services	OPEN	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	LARS ENGELSTED	Yes	DSG	787BHER	Yes	Nordic	Ole Lindbaek	Soeren Dissing	Yes		checked ok	No
1000093988	NETDESIGN A/S	DENMARK	DK89928311	No	N/A	4603118190	H3	H3  -  TELECOMM  -  MANAGED SERVICES-NON AT&T  -  OPERATION OF BLADE CENTER SWITCHES	Operation of Blade Center Switch	Yes	Managed Network Services	OPEN	7/1/2015	12/31/2016	N/A	GTS INFRA SVCS	LARS ENGELSTED	Yes	DSG		Yes	Nordic	Ole Lindbaek	Soeren Dissing	Yes		checked ok	Yes
1000093988	NETDESIGN A/S	DENMARK	DK89928311	No	N/A	4603118281	H3	H3  -  TELECOMM  -  MANAGED SERVICES-NON AT&T  -  LABOUR POOL FOR SMALL RFS AND SINGLE	Labour hours	Yes	Managed Network Services	OPEN	4/20/2015	1/31/2017	N/A	GTS INFRA SVCS	ROBERT MASZEWSKI	Yes	LeoPharma	787BMOA	Yes	Nordic	Ole Lindbaek	Soeren Dissing	Yes		checked ok	No
1000093988	NETDESIGN A/S	DENMARK	DK89928311	No	N/A	4603118404	H3	H3  -  TELECOMM  -  MANAGED SERVICES-NON AT&T  -  144 SWITCH PORTS AS A PART OF BUILDING	144 switch ports	Yes	Managed Network Services	OPEN	6/1/2015	12/31/2017	N/A	GTS INFRA SVCS	LARS ENGELSTED	Yes	DSG	787BHER	Yes	Nordic	Ole Lindbaek	Soeren Dissing	Yes		checked ok	No
1000093988	NETDESIGN A/S	DENMARK	DK89928311	No	N/A	4603119063	H3	H3  -  TELECOMM  -  MANAGED SERVICES-NON AT&T  -  RENTAL OF HW FOR SWITCHES	Rental of HW Switch	Yes	Managed Network Services	OPEN	7/1/2015	12/31/2016	N/A	GTS INFRA SVCS	LARS ENGELSTED	Yes	DSG		Yes	Nordic	Ole Lindbaek	Soeren Dissing	Yes		checked ok	Yes
1000093988	NETDESIGN A/S	DENMARK	DK89928311	No	N/A	4603238497	H3	H3  -  TELECOMM  -  MANAGED SERVICES-NON AT&T  -  400 HOURS LABOUR POOL FROM NETDESIGN FOR	Labour hours	Yes	Managed Network Services	OPEN	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	ROBERT MASZEWSKI	Yes	LeoPharma	787BMOA	Yes	Nordic	Ole Lindbaek	Soeren Dissing	Yes		checked ok	No
1000093988	NETDESIGN A/S	DENMARK	DK89928311	No	N/A	4603252127	H3	H3  -  TELECOMM  -  MANAGED SERVICES-NON AT&T  -  HOURS OF LABOUR POOL FROM NETDESIGN FOR	Labour hours	Yes	Managed Network Services	OPEN	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	ROBERT MASZEWSKI	Yes	LeoPharma	787BMOA	Yes	Nordic	Ole Lindbaek	Soeren Dissing	Yes		checked ok	No
1000093988	NETDESIGN A/S	DENMARK	DK89928311	No	N/A	4603263684	H3	H3  -  TELECOMM  -  MANAGED SERVICES-NON AT&T  -  1200 HOURS RFS WORK - NETDESIGN FOR  CUS	Labour hours	Yes	Managed Network Services	OPEN	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	LARS ENGELSTED	Yes	DSG	787BLPL9	Yes	Nordic	Ole Lindbaek	Soeren Dissing	Yes		checked ok	No
1000093988	NETDESIGN A/S	DENMARK	DK89928311	No	N/A	4603280730	H3	H3  -  TELECOMM  -  MANAGED SERVICES-NON AT&T  -  SMARTNET RENEWAL 1/6-2016 TO 31/5-2017	SmartNet	Yes	Managed Network Services	OPEN	6/1/2016	5/31/2017	N/A	GTS INFRA SVCS	ROBERT MASZEWSKI	Yes	LeoPharma	787BLNC	Yes	Nordic	Ole Lindbaek	Soeren Dissing	Yes		checked ok	No
1000298674	VERIZON SWEDEN AB	SWEDEN	SE556489100901	No	N/A	4602860304	H3	H3  -  TELECOMM  -  AUDIO CONF  -  MONTHLY COST FOR INTERNATIONAL CALLS	IGA international calls	Yes	Managed Network Services	OPEN	1/1/2013	12/31/2013	N/A	GTS INFRA SVCS	CLAES ERNOW	Yes	IGA		Yes	Nordic	Ole Lindbaek	Soeren Dissing	Yes		checked ok	No
1000313133	RICOH DANMARK AS	DENMARK	DK56470417	N/A	N/A	4602862745	H2	H2  -  IT PROD/SVC/MNT  -  PERIPHERALS & WINTEL MAINT.  -  PRINTER HARDWARE MAINTENANCE		Yes	Managed Network Services	OPEN	1/1/2013	12/31/2017	N/A	GTS INFRA SVCS	JORGEN ERIK NATH	No		Juha S Toiviainen: Old PO 4602862745 for legacy DK printer hw maintenance should not be active anymore and it should closed. I think there are a couple of uncleared invoicing issues related to it but I am not aware if these are cleared or not.	Yes	Nordic	NN	Juha S Toiviainen	Partial		checked ok	Yes
1000313133	RICOH DANMARK AS	DENMARK	DK56470417	No	N/A	4603104158	H2	H2  -  IT PROD/SVC/MNT  -  NETWORK MANAGED PRT SVCS  -  MONTHLY RENTAL CHARGE: 5 X MP C4503	RICOH Printer Lease	Yes	Managed Network Services	OPEN	5/1/2015	4/30/2019	N/A	GTS INFRA SVCS	FRITS IVERSEN	Yes	IGA DENMARK		Yes	Nordic	NN	Frits Iversen	Yes		checked ok	No
1000313133	RICOH DANMARK AS	DENMARK	DK56470417	No	N/A	4603218037	H2	H2  -  IT PROD/SVC/MNT  -  NETWORK MANAGED PRT SVCS  -  MONTHLY RENTAL CHARGE - MP C401SR	Interim printer - Print functionality for IBM ers at IBM locations.	Yes	Managed Network Services	OPEN	7/25/2016	7/24/2017	N/A	CIO / IGA	MARIANNE HORSNAES	Yes	IGA DENMARK	PO will be closed once review with RICOH confirms all charges have been paid	Yes	Nordic	NN	Marianne Winge Horsnaes	Yes		checked ok	No
1000313133	RICOH DANMARK AS	DENMARK	DK56470417	No	N/A	4603235512	H2	H2  -  IT PROD/SVC/MNT  -  NETWORK MANAGED PRT SVCS  -  2 X RICOH MP C4504 INCL SMART CARD	Onsite HW services	Yes	MCCS-Service Desk; Workplace Support Services	OPEN	11/1/2016	3/31/2021	N/A	GTS INFRA SVCS	MICHAEL OLESEN	Yes	AMERICAN EXPRESS DK		Yes	Nordic	Päivi Mattila	Kim Norberg	Partial		checked ok	No
1000313133	RICOH DANMARK AS	DENMARK	DK56470417	No	N/A	4603249348	H2	H2  -  IT PROD/SVC/MNT  -  NETWORK MANAGED PRT SVCS  -  MONTHLY PRODUCTION SERVICE CHARGES	Print@IBM - Printing facilities for IBM ers at IBM locations part of WW contract	Yes	Managed Network Services	OPEN	12/27/2016	12/31/2017	N/A	CIO / IGA	MARIANNE HORSNAES	Yes	IGA DENMARK		Yes	Nordic	Päivi Mattila	Marianne Winge Horsnaes	Yes		checked ok	No
1000245421	INFOCARE SERVICE A/S	DENMARK	DK20247800	No	N/A	4603160714	H2	H2  -  IT PROD/SVC/MNT  -  LABOR ONLY SUBCONTRACTED SVCS  -  DOW DK - BAU - ONSITE SUPPORT IMAC & B/F	Onsite support	Yes	Mobility Services Delivery; Managed Mobility and Workplace Support Services	OPEN	1/1/2016	12/31/2018	N/A	GTS INFRA SVCS	FRITS IVERSEN	Yes	DOW DENMARK		Yes	Nordic	Päivi Mattila	Frits Iversen	Yes		checked ok	No
1000245421	INFOCARE SERVICE A/S	DENMARK	DK20247800	No	N/A	4603242297	H2	H2  -  IT PROD/SVC/MNT  -  LIFE CYCLE MANAGEMENT  -  IGADK 2017 WAM - IGADK 2017 WAM PB GCDS	Local Workstation Asset Management service	Yes	Managed Network Services	OPEN	1/1/2017	12/31/2017	N/A	GTS INFRA SVCS	FRITS IVERSEN	Yes	IGA DENMARK		Yes	Nordic	Päivi Mattila	Juha Toiviainen	Yes		checked ok	No
1000245421	INFOCARE SERVICE A/S	DENMARK	DK20247800	No	N/A	4603242948	H2	H2  -  IT PROD/SVC/MNT  -  LIFE CYCLE MANAGEMENT  -  IGADK 2017 VIP YE - IGADK 2017 VIP YE	Nordic VIP Year End and hands&eyeys for network and servers	Yes	Managed Network Services	OPEN	1/1/2017	12/31/2017	N/A	GTS INFRA SVCS	FRITS IVERSEN	Yes	IGA DENMARK		Yes	Nordic	Päivi Mattila	Juha Toiviainen	Yes		checked ok	No
1000245421	INFOCARE SERVICE A/S	DENMARK	DK20247800	No	N/A	4603244252	H2	H2  -  IT PROD/SVC/MNT  -  LIFE CYCLE MANAGEMENT  -  IGADK DCS BAU B/F 2017 - IGADK DCS BAU B	Workstation BreakFix service	Yes	Managed Network Services	OPEN	1/1/2017	12/31/2017	N/A	GTS INFRA SVCS	FRITS IVERSEN	Yes	IGA DENMARK		Yes	Nordic	Päivi Mattila	Juha Toiviainen	Yes		checked ok	No
1000245421	INFOCARE SERVICE A/S	DENMARK	DK20247800	No	N/A	4603244255	H2	H2  -  IT PROD/SVC/MNT  -  LIFE CYCLE MANAGEMENT  -  IGADK PRINT SUPPORT - IGADK PRINT SUPPOR	Print@IBM local key user service	Yes	Managed Network Services	OPEN	1/1/2017	12/31/2017	N/A	GTS INFRA SVCS	FRITS IVERSEN	Yes	IGA DENMARK		Yes	Nordic	Päivi Mattila	Juha Toiviainen	Yes		checked ok	No
1000245421	INFOCARE SERVICE A/S	DENMARK	DK20247800	No	N/A	4603245050	H2	H2  -  IT PROD/SVC/MNT  -  LIFE CYCLE MANAGEMENT  -  IGADK 2017 IMAC  Q = 1   PRICE = 8426	Workstation IMAC service	Yes	Managed Network Services	OPEN	1/1/2017	12/31/2017	N/A	GTS INFRA SVCS	FRITS IVERSEN	Yes	IGA DENMARK		Yes	Nordic	Päivi Mattila	Juha Toiviainen	Yes		checked ok	No
1000245421	INFOCARE SERVICE A/S	DENMARK	DK20247800	No	N/A	4603250780	H2	H2  -  IT PROD/SVC/MNT  -  LABOR ONLY SUBCONTRACTED SVCS  -  ONSITE SUPPORT HQ BALLERUP FOR LEO PHARM	Onsite support	Yes	Mobility Services Delivery; Managed Mobility and Workplace Support Services	OPEN	1/1/2017	5/31/2018	N/A	GTS INFRA SVCS	FRITS IVERSEN	Yes	LEOPHARMA	LeoPharma contract ending	Yes	Nordic	Päivi Mattila	Frits Iversen	Yes		checked ok	No
1000085663	CBRE GWS SWEDEN AB	SWEDEN	SE556991262801	N/A	N/A	4602917723	B	B  -  SITE MAINTN  -  MAINT/JANITORIAL  -  DEMOUNTING/DECOMMISSION OF HW IN KISTA		Yes	Managed Network Services	OPEN	5/29/2013	3/31/2017	N/A	GTS INFRA SVCS	JOAKIM RINNERT	No			Yes	Nordic	DC Team (separate workstream)	NA				
1000085663	CBRE GWS SWEDEN AB	SWEDEN	SE556991262801	N/A	N/A	4603251753	B	B  -  SITE MAINTN  -  MAINT/JANITORIAL  -  SWEDISH TELESERVICE WORK		Yes	Managed Network Services	OPEN	1/1/2017	12/31/2017	N/A	GTS INFRA SVCS	JANI VASKOLA1	No			Yes	Nordic	DC Team (separate workstream)	NA				
1000094827	AT&T GLOBAL NETWORK SERVICES	FINLAND	FI14825257	No	N/A	4602926540	H3	H3  -  TELECOMM  -  TRANSPORT SERVICES (AT&T ONLY)  -  2ND LEVEL SUPPORT - CEMEX DATA NETWORK	2nd Level Support	Yes	Managed Network Services	OPEN	6/27/2013	5/31/2014	N/A	GTS INFRA SVCS	JAANI JOHANNES S         AINE	Yes	CEMEX	FIAAB1U	Yes	Nordic	Ole Lindbaek	Soeren Dissing	Yes		checked ok	No
1000094827	AT&T GLOBAL NETWORK SERVICES	FINLAND	FI14825257	No	N/A	4603156859	H3	H3  -  TELECOMM  -  MANAGED SERVICES-AT&T ONLY  -  FI 3PT (THIRD PARTY TRANSPORT) 2016 - FI	FI - 3PT AT&T 2016	Yes	Managed Network Services	OPEN	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	JUKKA KONU	Yes	Shared		Yes	Nordic	Ole Lindbaek	Soeren Dissing	Yes		checked ok	Yes
1000094827	AT&T GLOBAL NETWORK SERVICES	FINLAND	FI14825257	No	N/A	4603159499	H3	H3  -  TELECOMM  -  TRANSPORT SERVICES (AT&T ONLY)  -  PA 4913012788  MASTER SERVICES AGREEMENT	MSA DOW Chemical	Yes	Managed Network Services	OPEN	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	MATTI PAKKANEN	Yes	DOW	027AN88	Yes	Nordic	Ole Lindbaek	Soeren Dissing	Yes		checked ok	No
1000094827	AT&T GLOBAL NETWORK SERVICES	FINLAND	FI14825257	No	N/A	4603237573	H3	H3  -  TELECOMM  -  TRANSPORT SERVICES (AT&T ONLY)  -  FI LEGACY (MSA) 2017 - FI LEGACY (MSA) 2	Legacy MSA	Yes	Managed Network Services	OPEN	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	JAANI JOHANNES S         AINE	Yes	Shared		Yes	Nordic	Ole Lindbaek	Soeren Dissing	Yes		checked ok	No
1000094827	AT&T GLOBAL NETWORK SERVICES	FINLAND	FI14825257	No	N/A	4603238376	H3	H3  -  TELECOMM  -  GO TO MKT/NEW CUSTOMER-AT&T ONLY  -  FI GTM THOMSON REUTERS 2017 - FI GTM THO	GTM - networking service	Yes	Managed Network Services	OPEN	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	JAANI JOHANNES S         AINE	Yes	Thomson Reuters		Yes	Nordic	Ole Lindbaek	Soeren Dissing	Yes		checked ok	No
1000094827	AT&T GLOBAL NETWORK SERVICES	FINLAND	FI14825257	No	N/A	4603238741	H3	H3  -  TELECOMM  -  MANAGED SERVICES-AT&T ONLY  -  FI 3PT 2017 - FI 3PT 2017 PD GCDS TICKET	FI - 3PT AT&T 2017	Yes	Managed Network Services	OPEN	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	VESA KYNTAJA	Yes	Shared		Yes	Nordic	Ole Lindbaek	Soeren Dissing	Yes		checked ok	No
1000094827	AT&T GLOBAL NETWORK SERVICES	FINLAND	FI14825257	No	N/A	4603238751	H3	H3  -  TELECOMM  -  MANAGED SERVICES-AT&T ONLY  -  FI NMS PXQ 2017 Q=1 PRICE: 1981115.0	FI - NMS PxQ 2017	Yes	Managed Network Services	OPEN	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	VESA KYNTAJA	Yes	Shared		Yes	Nordic	Ole Lindbaek	Soeren Dissing	Yes		checked ok	No
1000094827	AT&T GLOBAL NETWORK SERVICES	FINLAND	FI14825257	No	N/A	4603240197	H3	H3  -  TELECOMM  -  GO TO MKT/NEW CUSTOMER-AT&T ONLY  -  FI GTM 2017 CONSOLIDATED  MASTER AGREEME	FI - Consolidated GTM	Yes	Managed Network Services	OPEN	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	VESA KYNTAJA	Yes	Shared		Yes	Nordic	Ole Lindbaek	Soeren Dissing	Yes		checked ok	No
1000094827	AT&T GLOBAL NETWORK SERVICES	FINLAND	FI14825257	No	N/A	4603240341	H3	H3  -  TELECOMM  -  TRANSPORT SERVICES (AT&T ONLY)  -  P9 MSA AND OFFNET PO NEEDED 2017 FI MAS	IGA MSA  P9 & Offnet 2017	Yes	Managed Network Services	OPEN	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	JANI VASKOLA	Yes	IGA		Yes	Nordic	Ole Lindbaek	Soeren Dissing	Yes		checked ok	No
1000300681	GLOBALCONNECT A/S	DENMARK	DK26759722	No	N/A	4602962320	H3	H3  -  TELECOMM  -  DATA TRANSPORT (NON AT&T)  -  MRC - PROJECT WASHINGTON - 4 DARK FIBERS	4 Dark fibers	Yes	Managed Network Services	OPEN	2/22/2222	12/31/2018	N/A	GTS INFRA SVCS	CLAUS CHRISTENSE         N2	Yes	TopDanmark	787BMDQ	Yes	Nordic	Ole Lindbaek	Soeren Dissing	Yes		checked ok	Yes
1000300681	GLOBALCONNECT A/S	DENMARK	DK26759722	No	N/A	4603182986	H3	H3  -  TELECOMM  -  DATA TRANSPORT (NON AT&T)  -  IP ACCESS (CORPORATE) 10 MB/S	IP Access 10 MB	Yes	Managed Network Services	OPEN	4/1/2016	3/31/2018	N/A	GTS INFRA SVCS	CLAUS CHRISTENSE         N2	Yes	NETS	787BKWK	Yes	Nordic	Ole Lindbaek	Soeren Dissing	Yes		checked ok	No
1000300681	GLOBALCONNECT A/S	DENMARK	DK26759722	No	N/A	4603201360	H3	H3  -  TELECOMM  -  DATA TRANSPORT (NON AT&T)  -  RENEWAL OF F30201-00001	Dark Fiber	Yes	Managed Network Services	OPEN	7/1/2016	12/31/2017	N/A	GTS INFRA SVCS	ROBERT MASZEWSKI	Yes	LeoPharma	787BK0R	Yes	Nordic	Ole Lindbaek	Soeren Dissing	Yes		checked ok	No
1000300681	GLOBALCONNECT A/S	DENMARK	DK26759722	No	N/A	4603232115	H3	H3  -  TELECOMM  -  DATA TRANSPORT (NON AT&T)  -  DARK FIBER IBM CUSTOMER FDC - OFFER NUMB	Dark Fiber	Yes	Managed Network Services	OPEN	2/22/2222	2/22/2222	N/A	GTS INFRA SVCS	CLAUS CHRISTENSE         N2	Yes	FDC	787BRES	Yes	Nordic	Ole Lindbaek	Soeren Dissing	Yes		checked ok	No
